id,attrition,gender,age,maritalstatus,academic_degree,years_experience,years_experience_lastorganization,sector,department,jobtitle,monthlysalary,allowances,medicalinsurance,bonus,overtime,payment_overtime,rewards_wages_satisfaction,get_deserved_promotion,training_programs_during_last_three_years,useful_training_programs,business_travel,job_support,recognition,emotional_commitment,job_engagement,distance_to_work,work_live_balance,physical_stress,psychological_exhaustion,job_stability,health_issues,environment_satisfaction,job_satisfaction,job_opportunities,age_group,salary_band,attrition_label
881,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Medium,Sometimes,Yes,No,No,Low,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
882,1,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Sometimes,Sometimes,No,Yes,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
883,0,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,High,Very satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
884,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,High,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
885,0,Female,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Administration,Administrative manager,From 11000 to 15000 S.R,2,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Satisfied,Yes,41 to 50,From 11000 to 15000 S.R,Stayed
886,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,4,Yes,Yes,Yes,No,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
887,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,Medium,Medium,Medium,Medium,No,No,Yes,Yes,High,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
888,0,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Close,Medium,Sometimes,No,Yes,No,High,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
889,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,No,No,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,No,Yes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
890,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Engineering consulting companies,Customers service,Customer services representative,Less than 5000 SAR,0,No,Yes,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Sometimes,Yes,Yes,No,High,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
891,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Food production sector,Customers service,Customer services representative,Less than 5000 SAR,0,Yes,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Difficult,Yes,Yes,No,No,Medium,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Left
892,1,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Media sector,Sales,Salesman,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel frequently,High,No,Medium,Medium,Medium,Difficult,Yes,Yes,Yes,Yes,High,Very satisfied,Yes,21 to 30,Less than 5000 SAR,Left
893,1,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Transport sector,Customers service,Receptionist,Less than 5000 SAR,1,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Easy,Medium,Medium,Sometimes,No,No,No,Medium,Very satisfied,No,21 to 30,Less than 5000 SAR,Left
894,1,Female,21 to 30,Married,Diploma or secondary,From 5 to 10 years,Less than 5 years,Economic sector,Sales,After sales service manager,From 5000 to 10000 S.R,1,Yes,Yes,Yes,No,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Easy,Sometimes,Yes,No,Yes,High,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
895,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Sales,Sales representative,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Easy,Close,Difficult,Yes,Yes,No,Yes,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
896,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Media sector,Relations,Relations manager,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,No,I did not receive any training,No,Travel frequently,Medium,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
897,1,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Financial sector,Safety & Security,Security and safety specialist,Less than 5000 SAR,2,Yes,No,No,No,No,No,From 4 to 6 training programs,No,I do not travel for work,Medium,No,Medium,Difficult,Medium,Medium,No,No,Yes,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
898,1,Male,31 to 40,Divorced,Master's,Less than 5 years,Less than 5 years,Medical sector,Processes,Administrative manager,From 5000 to 10000 S.R,2,Yes,No,Yes,No,No,No,From 1 to 3 training programs,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,Yes,Yes,Yes,Yes,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
899,1,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,Less than 5000 SAR,0,No,Yes,Yes,No,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,Medium,Medium,Medium,Difficult,Yes,Sometimes,Yes,No,High,Very satisfied,Yes,21 to 30,Less than 5000 SAR,Left
900,1,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Energy sector,Customers service,Customer services representative,From 5000 to 10000 S.R,3,Yes,No,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Difficult,Medium,Medium,Yes,Yes,Yes,Yes,Medium,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
901,0,Female,31 to 40,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Economic sector,Sales,Sales representative,Less than 5000 SAR,2,Yes,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,High,Easy,Far,Medium,No,Yes,No,Yes,Low,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
902,1,Female,31 to 40,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Food production sector,Sales,Sales executive,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,Sometimes,No,No,No,Low,Not satisfied,Yes,31 to 40,Less than 5000 SAR,Left
903,0,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Food production sector,Sales,Salesman,Less than 5000 SAR,2,Yes,Yes,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Low,Yes,High,Easy,Medium,Difficult,Yes,Yes,No,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
904,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Sales,Salesman,Less than 5000 SAR,2,Yes,Yes,Yes,Yes,Yes,No,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Close,Medium,Yes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
905,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Administration,Manger assistant,From 5000 to 10000 S.R,1,No,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Easy,Medium,Medium,Sometimes,No,Yes,No,High,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
906,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Economic sector,Sales,Sales representative,Less than 5000 SAR,1,Yes,Yes,Yes,Yes,No,No,I did not receive any training,Yes,I do not travel for work,Low,No,Low,Medium,Far,Medium,Yes,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
907,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Financial sector,Accounting,Financial Analyst,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,Medium,Easy,Medium,Easy,Sometimes,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
908,0,Female,31 to 40,Divorced,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Food production sector,Sales,Salesman,Less than 5000 SAR,1,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
909,1,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Sales,Sales representative,Less than 5000 SAR,0,Yes,No,No,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,Yes,Sometimes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
910,1,Female,31 to 40,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Economic sector,Accounting,Accountant,Less than 5000 SAR,0,No,No,Yes,Yes,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
911,0,Female,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Food production sector,Sales,Sales representative,Less than 5000 SAR,2,Yes,Yes,Yes,Yes,No,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Low,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
912,0,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Education sector,Training,Trainer,From 5000 to 10000 S.R,3,Yes,Yes,No,No,Yes,No,From 4 to 6 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Far,Easy,Yes,No,Yes,No,High,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
913,1,Female,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Food production sector,Sales,Sales executive,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,Medium,Medium,Medium,Medium,Yes,Yes,Yes,No,Medium,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
914,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Food production sector,Sales,Sales representative,Less than 5000 SAR,0,Yes,Yes,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
915,0,Female,31 to 40,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Sales,Administrative manager,Less than 5000 SAR,0,No,No,Yes,Yes,Yes,Yes,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
916,1,Male,31 to 40,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Engineering consulting companies,Processes,Civil engineer,Less than 5000 SAR,0,No,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Easy,Yes,Sometimes,No,No,Low,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
917,1,Female,41 to 50,Married,Bachelor's,From 21 to 25 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,High,Yes,Medium,Medium,Medium,Medium,Yes,Yes,Yes,No,Medium,Satisfied,Yes,41 to 50,Less than 5000 SAR,Left
918,1,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Education sector,Customers service,Customer services representative,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Difficult,Sometimes,Yes,No,Yes,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
919,0,Male,31 to 40,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Financial sector,Accounting,Financial Analyst,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Sometimes,No,No,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
920,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,Medium,Medium,Close,Medium,No,No,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
921,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,HR,HR Specialist,From 11000 to 15000 S.R,2,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Far,Medium,No,No,No,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
922,0,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Economic sector,Relations,Relationships Specialist,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Far,Medium,No,Sometimes,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
923,1,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Lecturer,From 11000 to 15000 S.R,1,No,No,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,No,31 to 40,From 11000 to 15000 S.R,Left
924,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Communications and IT sector,Sales,Sales executive,From 5000 to 10000 S.R,2,Yes,No,Yes,No,No,No,From 4 to 6 training programs,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Difficult,No,No,No,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
925,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Economic sector,Administration,Manger assistant,From 5000 to 10000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Far,Medium,No,No,Yes,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
926,1,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,Low,Difficult,Medium,Medium,No,No,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
927,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Financial sector,Administration,Admin accountant,From 11000 to 15000 S.R,2,Yes,Yes,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,Medium,Yes,High,Easy,Far,Medium,No,Sometimes,Yes,Yes,High,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
928,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Food production sector,Administration,Marketing Specialist,From 5000 to 10000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Close,Medium,No,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
929,1,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Energy sector,Accounting,Accountant,From 5000 to 10000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,Sometimes,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Left
930,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Close,Medium,No,Sometimes,Yes,No,High,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
931,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Easy,Sometimes,Sometimes,No,No,Medium,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
932,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
933,1,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Energy sector,Safety & Security,Security and safety specialist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Easy,Sometimes,Sometimes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
934,0,Female,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,From 11000 to 15000 S.R,2,Yes,No,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,High,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Stayed
935,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Low,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
936,0,Male,31 to 40,Married,Master's,From 11 to 15 years,From 11 to 15 years,Financial sector,Administration,Administrative manager,From 16000 to 20000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel frequently,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,High,Very satisfied,No,31 to 40,From 16000 to 20000 S.R,Stayed
937,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 11000 to 15000 S.R,2,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,Sometimes,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 11000 to 15000 S.R,Stayed
938,0,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,Sometimes,Yes,No,Medium,Very satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
939,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,1,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,Medium,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Left
940,0,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,2,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Medium,Sometimes,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
941,1,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
942,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,Yes,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,No,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
943,0,Male,31 to 40,Single,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,No,No,No,I don't have overtime,No,Yes,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Difficult,Medium,Difficult,No,No,Yes,No,High,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
944,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Supervisor,From 11000 to 15000 S.R,2,Yes,No,Yes,I don't have overtime,Yes,Yes,I did not receive any training,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,Yes,High,Very satisfied,Yes,21 to 30,From 11000 to 15000 S.R,Stayed
945,1,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Easy,Sometimes,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
946,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,HR,Coordinator,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,High,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
947,1,Female,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Education sector,Administration,Manger assistant,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Medium,Sometimes,Sometimes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
948,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,Yes,I did not receive any training,Yes,I do not travel for work,Low,Yes,Medium,Medium,Medium,Medium,No,No,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
949,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Easy,Sometimes,Yes,No,No,Low,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
950,1,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Medical sector,Relations,Relationships Specialist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,No,No,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
951,1,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,Sometimes,No,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
952,1,Male,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Medical sector,Relations,Relationships Specialist,From 5000 to 10000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Difficult,Far,Difficult,Yes,Yes,Yes,Yes,High,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
953,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Energy sector,Processes,Electrical engineer,From 11000 to 15000 S.R,1,Yes,Yes,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,No,Sometimes,No,Yes,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
954,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Customer services representative,From 5000 to 10000 S.R,0,Yes,Yes,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,Medium,Difficult,Medium,Medium,No,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
