id,attrition,gender,age,maritalstatus,academic_degree,years_experience,years_experience_lastorganization,sector,department,jobtitle,monthlysalary,allowances,medicalinsurance,bonus,overtime,payment_overtime,rewards_wages_satisfaction,get_deserved_promotion,training_programs_during_last_three_years,useful_training_programs,business_travel,job_support,recognition,emotional_commitment,job_engagement,distance_to_work,work_live_balance,physical_stress,psychological_exhaustion,job_stability,health_issues,environment_satisfaction,job_satisfaction,job_opportunities,age_group,salary_band,attrition_label
769,0,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,Yes,Yes,Yes,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,Medium,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
770,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,Yes,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,High,Difficult,Close,Easy,Sometimes,No,Yes,No,Medium,Very satisfied,No,31 to 40,Less than 5000 SAR,Stayed
771,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Medium,Medium,Medium,No,No,No,No,Low,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
772,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
773,0,Female,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,High,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
774,0,Male,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Administration,Administrative manager,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,Sometimes,Yes,No,High,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
775,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,Yes,No,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,High,Medium,Far,Medium,Yes,No,Yes,No,High,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
776,0,Male,21 to 30,Married,Ph.D,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Doctor,From 11000 to 15000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Easy,No,Sometimes,Yes,No,Medium,Very satisfied,No,21 to 30,From 11000 to 15000 S.R,Stayed
777,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,Yes,No,No,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Difficult,Medium,Easy,No,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
778,0,Male,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,Yes,Yes,No,I don't have overtime,Yes,No,From 7 training programs to more,Yes,Travel rarely,Medium,Yes,High,Easy,Far,Difficult,No,Sometimes,Yes,No,Medium,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
779,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Accounting,Accountant,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,No,No,No,No,Low,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
780,0,Male,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Customers service,Receptionist,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Medium,Medium,Easy,Sometimes,Sometimes,No,Yes,Medium,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
781,0,Male,31 to 40,Single,Diploma or secondary,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Technical support,IT specialist,Less than 5000 SAR,3,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Medium,Medium,Difficult,No,Sometimes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
782,0,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Relations,Relationships Specialist,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel frequently,High,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,No,Medium,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
783,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Relations,Relationships Specialist,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Far,Medium,No,No,Yes,No,Medium,Very satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
784,0,Male,31 to 40,Divorced,Bachelor's,From 11 to 15 years,From 11 to 15 years,Transport sector,Sales,Purchase specialist,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,No,Yes,I did not receive any training,Yes,I do not travel for work,Low,Yes,Medium,Medium,Close,Medium,No,No,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
785,0,Male,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Transport sector,Information technology,IT specialist,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel frequently,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
786,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Transport sector,Accounting,Accountant,From 11000 to 15000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel frequently,High,Yes,High,Easy,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 11000 to 15000 S.R,Stayed
787,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Transport sector,Technical support,Electrical engineer,From 11000 to 15000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,Medium,Yes,Medium,Difficult,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 11000 to 15000 S.R,Stayed
788,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Transport sector,Administration,Administrative manager,From 16000 to 20000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,Medium,Medium,Medium,Easy,Yes,No,Yes,No,Medium,Very satisfied,Yes,31 to 40,From 16000 to 20000 S.R,Stayed
789,0,Female,21 to 30,Married,Master's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,Medium,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,Low,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
790,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Difficult,No,Sometimes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
791,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,No,No,No,No,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
792,0,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Close,Medium,No,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
793,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Easy,No,Sometimes,No,No,Medium,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
794,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,High,Yes,Medium,Easy,Medium,Easy,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
795,0,Female,21 to 30,Married,Master's,From 5 to 10 years,From 5 to 10 years,Financial sector,Sales,Sales executive,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Easy,Far,Medium,Sometimes,No,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
796,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
797,0,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Accounting,Accountant,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
798,0,Male,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Low,Easy,Close,Easy,Sometimes,Sometimes,Yes,No,Medium,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
799,0,Female,21 to 30,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,High,Yes,Medium,Medium,Medium,Easy,Sometimes,Sometimes,Yes,No,Medium,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
800,0,Female,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Sometimes,Yes,No,No,Low,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
801,0,Female,31 to 40,Single,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
802,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,Yes,I did not receive any training,No,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
803,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,High,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
804,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,No,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
805,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,High,Yes,High,Medium,Medium,Difficult,No,Sometimes,Yes,Yes,Medium,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
806,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Doctor,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
807,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Far,Medium,Sometimes,Sometimes,Yes,Yes,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
808,0,Male,21 to 30,Married,Ph.D,From 16 to 20 years,From 16 to 20 years,Medical sector,Patient Affairs,Doctor,From 16000 to 20000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Easy,Close,Medium,No,Sometimes,Yes,No,High,Very satisfied,No,21 to 30,From 16000 to 20000 S.R,Stayed
809,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Difficult,Medium,Medium,Sometimes,Yes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
810,0,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,Medium,Medium,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
811,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Sales,Sales representative,From 5000 to 10000 S.R,2,Yes,No,Yes,No,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,Medium,No,High,Medium,Medium,Difficult,No,No,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
812,0,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,High,Easy,Close,Easy,Sometimes,Sometimes,Yes,No,High,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
813,0,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,Medium,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,Low,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
814,0,Male,31 to 40,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,"Environment, Water, and Agriculture sector",Administration,Administrative manager,From 5000 to 10000 S.R,3,Yes,No,No,No,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,High,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
815,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,Yes,Yes,I did not receive any training,Yes,I do not travel for work,High,Yes,Medium,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
816,0,Male,31 to 40,Divorced,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Communications and IT sector,Safety & Security,Security and safety specialist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
817,0,Female,21 to 30,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,Yes,Yes,No,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,No,Yes,Yes,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
818,0,Female,21 to 30,Married,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,No,No,No,I don't have overtime,Yes,No,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
819,0,Female,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Manger assistant,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,Sometimes,Yes,No,Medium,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
820,0,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Financial sector,Relations,Relations manager,From 11000 to 15000 S.R,4,Yes,Yes,No,I don't have overtime,Yes,Yes,I did not receive any training,Yes,I do not travel for work,High,Yes,High,Medium,Far,Medium,Sometimes,Yes,Yes,No,High,Very satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Stayed
821,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Processes,Operations Supervisor,From 5000 to 10000 S.R,2,Yes,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,High,Medium,Far,Easy,Sometimes,Sometimes,No,No,Low,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
822,1,Male,41 to 50,Married,Bachelor's,From 21 to 25 years,Less than 5 years,Energy sector,Administration,Administrative manager,S.R 31000 - and more,2,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel frequently,High,Yes,High,Easy,Close,Easy,No,No,No,No,High,Very satisfied,No,41 to 50,S.R 31000 - and more,Left
823,0,Male,31 to 40,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Communications and IT sector,Customers service,IT specialist,From 11000 to 15000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel frequently,High,Yes,High,Easy,Medium,Medium,No,Sometimes,Yes,No,High,Very satisfied,No,31 to 40,From 11000 to 15000 S.R,Stayed
